Name,Version
libfl-dev:amd64,2.6.0
libflac8:amd64,1.3.1
libflann1.8:amd64,1.8.4
libflite1:amd64,2.0.0
libfluidsynth1:amd64,1.1.6
libfont-afm-perl,1.20
libfontconfig1:amd64,2.11.94
libfontembed1:amd64,1.8.3
libfontenc1:amd64,1.1.3
libframe6:amd64,2.5.0daily13.06.05
libfreehand-0.1-1:amd64,0.1.1
libfreerdp-cache1.1:amd64,1.1.0
libfreerdp-client1.1:amd64,1.1.0
libfreerdp-codec1.1:amd64,1.1.0
libfreerdp-common1.1.0:amd64,1.1.0
libfreerdp-core1.1:amd64,1.1.0
libfreerdp-crypto1.1:amd64,1.1.0
libfreerdp-gdi1.1:amd64,1.1.0
libfreerdp-locale1.1:amd64,1.1.0
libfreerdp-plugins-standard:amd64,1.1.0
libfreerdp-primitives1.1:amd64,1.1.0
libfreerdp-utils1.1:amd64,1.1.0
libfreetype6:amd64,2.6.1
libfreexl1:amd64,1.0.2
libfribidi0:amd64,0.19.7
libfuse2:amd64,2.9.4
libfwup0:amd64,0.5
libfwupd1:amd64,0.8.3
libgail-3-0:amd64,3.18.9
libgail-common:amd64,2.24.30
libgail18:amd64,2.24.30
libgbm1:amd64,17.2.8
libgc1c2:amd64,7.4.2
libgcab-1.0-0:amd64,0.7
libgcc-4.8-dev:amd64,4.8.5
libgcc-5-dev:amd64,5.4.0
libgcc1:amd64,6.0.1
libgcc1:i386,6.0.1
libgck-1-0:amd64,3.18.0
libgconf-2-4:amd64,3.2.6
libgcr-3-common,3.18.0
libgcr-base-3-1:amd64,3.18.0
libgcr-ui-3-1:amd64,3.18.0
libgcrypt20:amd64,1.6.5
libgd3:amd64,2.1.1
libgdata-common,0.17.4
libgdata22:amd64,0.17.4
libgdbm3:amd64,1.8.3
libgdk-pixbuf2.0-0:amd64,2.32.2
libgdk-pixbuf2.0-common,2.32.2
libgee-0.8-2:amd64,0.18.0
libgeis1:amd64,2.2.17
libgeoclue0:amd64,0.12.99
libgeocode-glib0:amd64,3.18.2
libgeoip1:amd64,1.6.9
libgeonames0:amd64,0.2
libgettextpo-dev:amd64,0.19.7
libgettextpo0:amd64,0.19.7
libgexiv2-2:amd64,0.10.3
libgfortran-5-dev:amd64,5.4.0
libgfortran3:amd64,5.4.0
libgif7:amd64,5.1.4
libgirepository-1.0-1:amd64,1.46.0
libgl1-mesa-dev:amd64,17.2.8
libgl1-mesa-dri:amd64,17.2.8
libgl1-mesa-glx:amd64,17.2.8
libgl2ps0,1.3.8
libglade2-0:amd64,2.6.4
libglapi-mesa:amd64,17.2.8
libgles2-mesa:amd64,17.2.8
libglew1.13:amd64,1.13.0
libglewmx1.13:amd64,1.13.0
libglib-perl,1.320
libglib2.0-0:amd64,2.48.2
libglib2.0-bin,2.48.2
libglib2.0-data,2.48.2
libglib2.0-dev,2.48.2
libglibmm-2.4-1v5:amd64,2.46.3
libglu1-mesa:amd64,9.0.0
libglu1-mesa-dev:amd64,9.0.0
libgme0:amd64,0.6.0
libgmime-2.6-0:amd64,2.6.20
libgmp10:amd64,6.1.0
libgnome-bluetooth13:amd64,3.18.2
libgnome-desktop-3-12:amd64,3.18.2
libgnome-keyring-common,3.12.0
libgnome-keyring0:amd64,3.12.0
libgnome-menu-3-0:amd64,3.13.3
libgnome2-common,2.32.1
libgnomekbd-common,3.6.0
libgnomekbd8:amd64,3.6.0
libgnomevfs2-common,2.24.4
libgnutls-openssl27:amd64,3.4.10
libgnutls30:amd64,3.4.10
libgoa-1.0-0b:amd64,3.18.3
libgoa-1.0-common,3.18.3
libgom-1.0-0:amd64,0.3.1
libgom-1.0-common,0.3.1
libgomp1:amd64,5.4.0
libgpg-error0:amd64,1.21
libgpgme11:amd64,1.6.0
libgphoto2-6:amd64,2.5.9
libgphoto2-l10n,2.5.9
libgphoto2-port12:amd64,2.5.9
libgpm2:amd64,1.20.4
libgpm2:i386,1.20.4
libgpod-common,0.8.3
libgpod4:amd64,0.8.3
libgrail6,3.1.0
libgraphite2-3:amd64,1.3.10
libgrilo-0.2-1:amd64,0.2.15
libgs9:amd64,9.26
libgs9-common,9.26
libgsettings-qt1:amd64,0.1
libgsm1:amd64,1.0.13
libgssapi-krb5-2:amd64,1.13.2
libgssapi3-heimdal:amd64,1.7
libgssrpc4:amd64,1.13.2
libgstreamer-plugins-bad1.0-0:amd64,1.8.3
libgstreamer-plugins-base1.0-0:amd64,1.8.3
libgstreamer-plugins-good1.0-0:amd64,1.8.3
libgstreamer1.0-0:amd64,1.8.3
libgtk-3-0:amd64,3.18.9
libgtk-3-bin,3.18.9
libgtk-3-common,3.18.9
libgtk2-perl,1.2498
libgtk2.0-0:amd64,2.24.30
libgtk2.0-bin,2.24.30
libgtk2.0-common,2.24.30
libgtkglext1:amd64,1.2.0
libgtkmm-2.4-1v5:amd64,2.24.4
libgtkmm-3.0-1v5:amd64,3.18.0
libgtksourceview-3.0-1:amd64,3.18.2
libgtksourceview-3.0-common,3.18.2
libgtkspell3-3-0:amd64,3.0.7
libgtop-2.0-10:amd64,2.32.0
libgtop2-common,2.32.0
libgts-0.7-5:amd64,0.7.6
libgucharmap-2-90-7:amd64,3.18.2
libgudev-1.0-0:amd64,230
libgusb2:amd64,0.2.9
libgutenprint2,5.2.11
libgvc6,2.38.0
libgvpr2,2.38.0
libgweather-3-6:amd64,3.18.2
libgweather-common,3.18.2
libgxps2:amd64,0.2.3.2
libhardware2,0.1.0
libharfbuzz-icu0:amd64,1.0.1
libharfbuzz0b:amd64,1.0.1
libhcrypto4-heimdal:amd64,1.7
libhdf4-0-alt,4.2.10
libheimbase1-heimdal:amd64,1.7
libheimntlm0-heimdal:amd64,1.7
libhogweed4:amd64,3.2
libhpmud0:amd64,3.16.3
libhtml-form-perl,6.03
libhtml-format-perl,2.11
libhtml-parser-perl,3.72
libhtml-tagset-perl,3.20
libhtml-tree-perl,5.03
libhttp-cookies-perl,6.01
libhttp-daemon-perl,6.01
libhttp-date-perl,6.02
libhttp-message-perl,6.11
libhttp-negotiate-perl,6.00
libhud2:amd64,14.10
libhunspell-1.3-0:amd64,1.3.3
libhwloc-dev:amd64,1.11.2
libhwloc5:amd64,1.11.2
libhx509-5-heimdal:amd64,1.7
libhybris,0.1.0
libhybris-common1,0.1.0
libhyphen0:amd64,2.8.8
libiberty-dev:amd64,20160215
libibus-1.0-5:amd64,1.5.11
libibverbs-dev,1.1.8
libibverbs1,1.1.8
libical1a:amd64,1.0.1
libice-dev:amd64,1.0.9
libice6:amd64,1.0.9
libicu-dev:amd64,55.1
libicu55:amd64,55.1
libidn11:amd64,1.32
libido3-0.1-0:amd64,13.10.0
libiec61883-0:amd64,1.2.0
libieee1284-3:amd64,0.2.11
libijs-0.35:amd64,0.35
libilmbase12:amd64,2.2.0
libimobiledevice6:amd64,1.2.0
libindicator3-7,12.10.2
libindicator7,12.10.2
libinput-bin,1.6.3
libinput10:amd64,1.6.3
libio-html-perl,1.001
libio-pty-perl,1.08
libio-socket-inet6-perl,2.72
libio-socket-ssl-perl,2.024
libio-string-perl,1.08
libipc-run-perl,0.94
libipc-system-simple-perl,1.25
libisc-export160,9.10.3.dfsg.P4
libisc160:amd64,9.10.3.dfsg.P4
libisccc140:amd64,9.10.3.dfsg.P4
libisccfg140:amd64,9.10.3.dfsg.P4
libiscsi2:amd64,1.12.0
libisl15:amd64,0.16.1
libitm1:amd64,5.4.0
libiw30:amd64,30
libjack-jackd2-0:amd64,1.9.10
libjansson4:amd64,2.7
libjasper1:amd64,1.900.1
libjavascriptcoregtk-4.0-18:amd64,2.20.5
libjbig0:amd64,2.1
libjbig2dec0,0.12
libjpeg-turbo8:amd64,1.4.2
libjpeg8:amd64,8c
libjs-excanvas,0.r3
libjs-jquery,1.11.3
libjs-sphinxdoc,1.3.6
libjs-underscore,1.7.0
libjson-c2:amd64,0.11
libjson-glib-1.0-0:amd64,1.1.2
libjson-glib-1.0-common,1.1.2
libjsoncpp1:amd64,1.7.2
libk5crypto3:amd64,1.13.2
libkadm5clnt-mit9:amd64,1.13.2
libkadm5srv-mit9:amd64,1.13.2
libkate1:amd64,0.4.1
libkdb5-8:amd64,1.13.2
libkeyutils1:amd64,1.5.9
libklibc,2.0.4
libkmod2:amd64,22
libkpathsea6:amd64,2015.20160222.37495
libkrb5-26-heimdal:amd64,1.7
libkrb5-3:amd64,1.13.2
libkrb5support0:amd64,1.13.2
libksba8:amd64,1.3.3
liblangtag-common,0.5.7
liblangtag1:amd64,0.5.7
liblapack3,3.6.0
liblcms2-2:amd64,2.6
liblcms2-utils,2.6
libldap-2.4-2:amd64,2.4.42
libldb1:amd64,1.1.24
liblightdm-gobject-1-0:amd64,1.18.3
liblinear3:amd64,2.1.0
liblircclient0:amd64,0.9.0
liblist-moreutils-perl,0.413
libllvm3.8:amd64,3.8
libllvm4.0:amd64,4.0
libllvm5.0:amd64,5.0
liblocale-gettext-perl,1.07
liblockfile-bin,1.09
liblockfile1:amd64,1.09
liblouis-data,2.6.4
liblouis9:amd64,2.6.4
liblouisutdml-bin,2.5.0
liblouisutdml-data,2.5.0
liblouisutdml6:amd64,2.5.0
liblqr-1-0:amd64,0.4.2
liblsan0:amd64,5.4.0
libltdl-dev:amd64,2.4.6
libltdl7:amd64,2.4.6
liblua5.1-0:amd64,5.1.5
liblua5.1-0-dev:amd64,5.1.5
liblua5.2-0:amd64,5.2.4
libluajit-5.1-2:amd64,2.0.4
libluajit-5.1-common,2.0.4
liblwp-mediatypes-perl,6.02
liblwp-protocol-https-perl,6.06
liblwres141:amd64,9.10.3.dfsg.P4
liblz4-1:amd64,0.0
liblzma-dev:amd64,5.1.1alpha
liblzma5:amd64,5.1.1alpha
liblzo2-2:amd64,2.08
libm17n-0:amd64,1.7.0
libmad0:amd64,0.15.1b
libmagic1:amd64,5.25
libmagickcore-6.q16-2:amd64,6.8.9.9
libmagickcore-6.q16-2-extra:amd64,6.8.9.9
libmagickwand-6.q16-2:amd64,6.8.9.9
libmail-sendmail-perl,0.79.16
libmailtools-perl,2.13
libmaxminddb0:amd64,1.0.4
libmbim-glib4:amd64,1.14.0
libmbim-proxy,1.14.0
libmedia1,0.1.0
libmediaart-2.0-0:amd64,1.9.0
libmessaging-menu0:amd64,13.10.1
libmetacity-private3a:amd64,3.18.7
libmhash2:amd64,0.9.9.9
libmikmod3:amd64,3.3.8
libmimic0:amd64,1.0.4
libminiupnpc10:amd64,1.9.20140610
libmirclient9:amd64,0.26.3
libmircommon5:amd64,0.21.0
libmircommon7:amd64,0.26.3
libmircore1:amd64,0.26.3
libmirprotobuf3:amd64,0.26.3
libmjpegutils-2.1-0,2.1.0
libmm-glib0:amd64,1.6.4
libmms0:amd64,0.6.4
libmng2:amd64,2.0.2
libmnl0:amd64,1.0.3
libmodplug1:amd64,0.8.8.5
libmount1:amd64,2.27.1
libmp3lame0:amd64,3.99.5
libmpc3:amd64,1.0.3
libmpdec2:amd64,2.4.2
libmpeg2-4:amd64,0.5.1
libmpeg2encpp-2.1-0,2.1.0
libmpfr4:amd64,3.1.4
libmpg123-0:amd64,1.22.4
libmplex2-2.1-0,2.1.0
libmpx0:amd64,5.4.0
libmspack0:amd64,0.5
libmspub-0.1-1:amd64,0.1.2
libmtdev1:amd64,1.1.5
libmtp-common,1.1.10
libmtp-runtime,1.1.10
libmtp9:amd64,1.1.10
libmwaw-0.3-3:amd64,0.3.7
libmysqlclient-dev,5.7.25
libmysqlclient20:amd64,5.7.25
libmythes-1.2-0:amd64,1.2.4
libnatpmp1:amd64,20110808
libnautilus-extension1a:amd64,3.18.4.is.3.14.3
libncurses5:amd64,6.0
libncurses5:i386,6.0
libncurses5-dev:amd64,6.0
libncursesw5:amd64,6.0
libndp0:amd64,1.4
libneon27-gnutls:amd64,0.30.1
libnet-dbus-perl,1.1.0
libnet-dns-perl,0.81
libnet-domain-tld-perl,1.73
libnet-http-perl,6.09
libnet-ip-perl,1.26
libnet-libidn-perl,0.12.ds
libnet-smtp-ssl-perl,1.03
libnet-ssleay-perl,1.72
libnet1:amd64,1.1.6
libnetfilter-conntrack3:amd64,1.0.5
libnetpbm10,10.0
libnettle6:amd64,3.2
libnewt0.52:amd64,0.52.18
libnfnetlink0:amd64,1.0.1
libnghttp2-14:amd64,1.7.1
libnids1.21,1.23
libnih-dbus1:amd64,1.0.3
libnih1:amd64,1.0.3
libnl-3-200:amd64,3.2.27
libnl-genl-3-200:amd64,3.2.27
libnl-route-3-200:amd64,3.2.27
libnm-glib-vpn1:amd64,1.2.6
libnm-glib4:amd64,1.2.6
libnm-gtk-common,1.2.6
libnm-gtk0:amd64,1.2.6
libnm-util2:amd64,1.2.6
libnm0:amd64,1.2.6
libnma-common,1.2.6
libnma0:amd64,1.2.6
libnotify-bin,0.7.6
libnotify4:amd64,0.7.6
libnpth0:amd64,1.2
libnspr4:amd64,4.13.1
libnss-mdns:amd64,0.10
libnss3:amd64,3.28.4
libnss3-nssdb,3.28.4
libnuma-dev:amd64,2.0.11
libnuma1:amd64,2.0.11
libnux-4.0-0,4.0.8
libnux-4.0-common,4.0.8
liboauth0:amd64,1.0.3
libodbc1:amd64,2.3.1
libodfgen-0.1-1,0.1.6
libofa0:amd64,0.9.3
libogdi3.2,3.2.0
libogg0:amd64,1.3.2
libogre-1.9.0v5:amd64,1.9.0
libonig2:amd64,5.9.6
libopenal-data,1.16.0
libopenal1:amd64,1.16.0
libopencore-amrnb0:amd64,0.1.3
libopencore-amrwb0:amd64,0.1.3
libopencv-calib3d2.4v5:amd64,2.4.9.1
libopencv-contrib2.4v5:amd64,2.4.9.1
libopencv-core2.4v5:amd64,2.4.9.1
libopencv-features2d2.4v5:amd64,2.4.9.1
libopencv-flann2.4v5:amd64,2.4.9.1
libopencv-highgui2.4v5:amd64,2.4.9.1
libopencv-imgproc2.4v5:amd64,2.4.9.1
libopencv-legacy2.4v5:amd64,2.4.9.1
libopencv-ml2.4v5:amd64,2.4.9.1
libopencv-objdetect2.4v5:amd64,2.4.9.1
libopencv-video2.4v5:amd64,2.4.9.1
libopenexr22:amd64,2.2.0
libopenjpeg5:amd64,1.5.2
libopenmpi-dev,1.10.2
libopenmpi1.10,1.10.2
libopenni-sensor-pointclouds0,5.1.0.41.5
libopenni0,1.5.4.0
libopus0:amd64,1.1.2
liborc-0.4-0:amd64,0.4.25
liborcus-0.10-0v5:amd64,0.9.2
libotf0:amd64,0.9.13
liboxideqt-qmlplugin:amd64,1.21.5
liboxideqtcore0:amd64,1.21.5
liboxideqtquick0:amd64,1.21.5
libp11-kit-gnome-keyring:amd64,3.18.3
libp11-kit0:amd64,0.23.2
libpackagekit-glib2-16:amd64,0.8.17
libpagemaker-0.0-0:amd64,0.0.3
libpam-gnome-keyring:amd64,3.18.3
libpam-modules:amd64,1.1.8
libpam-modules-bin,1.1.8
libpam-runtime,1.1.8
libpam-systemd:amd64,229
libpam0g:amd64,1.1.8
libpango-1.0-0:amd64,1.38.1
libpango-perl,1.227
libpango1.0-0:amd64,1.38.1
libpangocairo-1.0-0:amd64,1.38.1
libpangoft2-1.0-0:amd64,1.38.1
libpangomm-1.4-1v5:amd64,2.38.1
libpangox-1.0-0:amd64,0.0.2
libpangoxft-1.0-0:amd64,1.38.1
libpaper-utils,1.1.24
libpaper1:amd64,1.1.24
libparse-debianchangelog-perl,1.2.0
libparted2:amd64,3.2
libpathplan4,2.38.0
libpcap0.8:amd64,1.7.4
libpci3:amd64,3.3.1
libpciaccess0:amd64,0.13.4
libpcre16-3:amd64,8.38
libpcre3:amd64,8.38
libpcre3:i386,8.38
libpcre3-dev:amd64,8.38
libpcre32-3:amd64,8.38
libpcrecpp0v5:amd64,8.38
libpcsclite1:amd64,1.8.14
libpeas-1.0-0:amd64,1.16.0
libpeas-1.0-0-python3loader,1.16.0
libpeas-common,1.16.0
libperl5.22:amd64,5.22.1
libperlio-gzip-perl,0.19
libpipeline1:amd64,1.4.1
libpixman-1-0:amd64,0.33.6
libpkcs11-helper1:amd64,1.11
libplist3:amd64,1.12
libplymouth4:amd64,0.9.2
libpng12-0:amd64,1.2.54
libpolkit-agent-1-0:amd64,0.105
libpolkit-backend-1-0:amd64,0.105
libpolkit-gobject-1-0:amd64,0.105
libpoppler-glib8:amd64,0.41.0
libpoppler58:amd64,0.41.0
libpopt0:amd64,1.16
libportaudio2:amd64,19
libportmidi0,200
libpostproc-ffmpeg53:amd64,2.8.15
libpq-dev,9.5.14
libpq5:amd64,9.5.14
libprocps4:amd64,3.3.10
libprotobuf-lite9v5:amd64,2.6.1
libprotobuf9v5:amd64,2.6.1
libproxy1-plugin-gsettings:amd64,0.4.11
libproxy1-plugin-networkmanager:amd64,0.4.11
libproxy1v5:amd64,0.4.11
libpthread-stubs0-dev:amd64,0.3
libpulse-mainloop-glib0:amd64,8.0
libpulse0:amd64,8.0
libpulsedsp:amd64,8.0
libpwquality-common,1.3.0
libpwquality1:amd64,1.3.0
libpython-all-dev:amd64,2.7.12
libpython-dev:amd64,2.7.12
libpython-stdlib:amd64,2.7.12
libpython2.7:amd64,2.7.12
libpython2.7-dev:amd64,2.7.12
libpython2.7-minimal:amd64,2.7.12
libpython2.7-stdlib:amd64,2.7.12
libpython3-dev:amd64,3.5.1
libpython3-stdlib:amd64,3.5.1
libpython3.5:amd64,3.5.2
libpython3.5-dev:amd64,3.5.2
libpython3.5-minimal:amd64,3.5.2
libpython3.5-stdlib:amd64,3.5.2
libqgsttools-p1:amd64,5.5.1
libqmi-glib1:amd64,1.12.6
libqmi-glib5:amd64,1.16.2
libqmi-proxy,1.16.2
libqpdf17:amd64,6.0.0
libqpdf21:amd64,8.0.2
libqqwing2v5:amd64,1.3.4
libqt4-dbus:amd64,4.8.7
libqt4-declarative:amd64,4.8.7
libqt4-designer:amd64,4.8.7
libqt4-dev,4.8.7
libqt4-dev-bin,4.8.7
libqt4-help:amd64,4.8.7
libqt4-network:amd64,4.8.7
libqt4-opengl:amd64,4.8.7
libqt4-opengl-dev,4.8.7
libqt4-qt3support:amd64,4.8.7
libqt4-script:amd64,4.8.7
libqt4-scripttools:amd64,4.8.7
libqt4-sql:amd64,4.8.7
libqt4-sql-sqlite:amd64,4.8.7
libqt4-svg:amd64,4.8.7
libqt4-test:amd64,4.8.7
libqt4-xml:amd64,4.8.7
libqt4-xmlpatterns:amd64,4.8.7
libqt5core5a:amd64,5.5.1
libqt5dbus5:amd64,5.5.1
libqt5feedback5:amd64,5.0
libqt5gui5:amd64,5.5.1
libqt5multimedia5:amd64,5.5.1
libqt5multimedia5-plugins:amd64,5.5.1
libqt5multimediawidgets5:amd64,5.5.1
libqt5network5:amd64,5.5.1
libqt5opengl5:amd64,5.5.1
libqt5organizer5:amd64,5.0
libqt5positioning5:amd64,5.5.1
libqt5printsupport5:amd64,5.5.1
libqt5qml5:amd64,5.5.1
libqt5quick5:amd64,5.5.1
libqt5quicktest5:amd64,5.5.1
libqt5sql5:amd64,5.5.1
libqt5sql5-sqlite:amd64,5.5.1
libqt5svg5:amd64,5.5.1
libqt5test5:amd64,5.5.1
libqt5webkit5:amd64,5.5.1
libqt5widgets5:amd64,5.5.1
libqt5xml5:amd64,5.5.1
libqtcore4:amd64,4.8.7
libqtdbus4:amd64,4.8.7
libqtgui4:amd64,4.8.7
libquadmath0:amd64,5.4.0
libquvi-scripts,0.4.21
libquvi7:amd64,0.4.1
librados2,10.2.10
libraptor2-0:amd64,2.0.14
librasqal3:amd64,0.9.32
libraw1394-11:amd64,2.1.1
libraw15:amd64,0.17.1
librbd1,10.2.10
librdf0:amd64,1.0.17
libreadline-dev:amd64,6.3
libreadline6:amd64,6.3
libreadline6-dev:amd64,6.3
libreoffice-avmedia-backend-gstreamer,5.1.6
libreoffice-base-core,5.1.6
libreoffice-calc,5.1.6
libreoffice-common,5.1.6
libreoffice-core,5.1.6
libreoffice-draw,5.1.6
libreoffice-gnome,5.1.6
libreoffice-gtk,5.1.6
libreoffice-help-en-us,5.1.4
libreoffice-help-it,5.1.4
libreoffice-impress,5.1.6
libreoffice-l10n-it,5.1.4
libreoffice-math,5.1.6
libreoffice-ogltrans,5.1.6
libreoffice-pdfimport,5.1.6
libreoffice-style-breeze,5.1.6
libreoffice-style-galaxy,5.1.6
libreoffice-writer,5.1.6
librest-0.7-0:amd64,0.7.93
librevenge-0.0-0:amd64,0.0.4
librhythmbox-core9:amd64,3.3
libroken18-heimdal:amd64,1.7
librsvg2-2:amd64,2.40.13
librsvg2-common:amd64,2.40.13
librtmp1:amd64,2.4
libruby2.3:amd64,2.3.1
libsamplerate0:amd64,0.1.8
libsane:amd64,1.0.25
libsane-common,1.0.25
libsane-hpaio:amd64,3.16.3
libsasl2-2:amd64,2.1.26.dfsg1
libsasl2-modules:amd64,2.1.26.dfsg1
libsasl2-modules-db:amd64,2.1.26.dfsg1
libsbc1:amd64,1.3
libschroedinger-1.0-0:amd64,1.0.11
libsdl-image1.2:amd64,1.2.12
libsdl-mixer1.2:amd64,1.2.12
libsdl-ttf2.0-0:amd64,2.0.11
libsdl1.2debian:amd64,1.2.15
libseccomp2:amd64,2.3.1
libsecret-1-0:amd64,0.18.4
libsecret-common,0.18.4
libselinux1:amd64,2.4
libselinux1:i386,2.4
libsemanage-common,2.3
libsemanage1:amd64,2.3
libsensors4:amd64,3.4.0
libsepol1:amd64,2.4
libserf-1-1:amd64,1.3.8
libsgutils2-2,1.40
libshine3:amd64,3.1.0
libshout3:amd64,2.3.1
libsidplay1v5,1.36.59
libsigc++-2.0-0v5:amd64,2.6.2
libsignon-extension1:amd64,8.58
libsignon-glib1:amd64,1.13
libsignon-plugins-common1:amd64,8.58
libsignon-qt5-1:amd64,8.58
libsigsegv2:amd64,2.10
libslang2:amd64,2.3.0
libsm-dev:amd64,1.2.2
libsm6:amd64,1.2.2
libsmartcols1:amd64,2.27.1
libsmbclient:amd64,4.3.11
libsmi2ldbl:amd64,0.4.8
libsmpeg0:amd64,0.4.5
libsnapd-glib1:amd64,1.13
libsnappy1v5:amd64,1.1.3
libsndfile1:amd64,1.0.25
libsnmp-base,5.7.3
libsnmp30:amd64,5.7.3
libsocket6-perl,0.25
libsodium18:amd64,1.0.8
libsonic0:amd64,0.2.0
libsoundtouch1:amd64,1.9.2
libsoup-gnome2.4-1:amd64,2.52.2
libsoup2.4-1:amd64,2.52.2
libsoxr0:amd64,0.1.2
libspandsp2:amd64,0.0.6
libspectre1:amd64,0.2.7
libspeechd2:amd64,0.8.3
libspeex1:amd64,1.2
libspeexdsp1:amd64,1.2
libspice-server1:amd64,0.12.6
libspnav0,0.2.3
libsqlite3-0:amd64,3.11.0
libsqlite3-dev:amd64,3.11.0
libsrtp0,1.4.5
libss2:amd64,1.42.13
libssh-4:amd64,0.6.3
libssh-gcrypt-4:amd64,0.6.3
libssl-dev:amd64,1.0.2g
libssl-doc,1.0.2g
libssl1.0.0:amd64,1.0.2g
libssl1.0.0:i386,1.0.2g
libstartup-notification0:amd64,0.12
libstdc++-4.8-dev:amd64,4.8.5
libstdc++-5-dev:amd64,5.4.0
libstdc++6:amd64,5.4.0
libstdc++6:i386,5.4.0
libsub-name-perl,0.14
libsuitesparseconfig4.4.6:amd64,4.4.6
libsuperlu4:amd64,4.3
libsvn1:amd64,1.9.3
libswresample-ffmpeg1:amd64,2.8.15
libswscale-ffmpeg3:amd64,2.8.15
libsys-hostname-long-perl,1.5
libsystemd0:amd64,229
libtag1v5:amd64,1.9.1
libtag1v5-vanilla:amd64,1.9.1
libtalloc2:amd64,2.1.5
libtar0,1.2.20
libtasn1-6:amd64,4.7
libtbb2:amd64,4.4
libtcl8.6:amd64,8.6.5
libtdb1:amd64,1.3.8
libtelepathy-glib0:amd64,0.24.1
libtevent0:amd64,0.9.28
libtext-charwidth-perl,0.04
libtext-iconv-perl,1.7
libtext-levenshtein-perl,0.13
libtext-wrapi18n-perl,0.06
libthai-data,0.1.24
libthai0:amd64,0.1.24
libtheora0:amd64,1.1.1
libtie-ixhash-perl,1.23
libtiff5:amd64,4.0.6
libtimedate-perl,2.3000
libtimezonemap-data,0.4.5
libtimezonemap1:amd64,0.4.5
libtinfo-dev:amd64,6.0
libtinfo5:amd64,6.0
libtinfo5:i386,6.0
libtinyxml2-2v5:amd64,2.2.0
libtinyxml2.6.2v5:amd64,2.6.2
libtk8.6:amd64,8.6.5
libtool,2.4.6
libtool-bin,2.4.6
libtorrent-rasterbar8,1.0.7
libtotem-plparser-common,3.10.6
libtotem-plparser18:amd64,3.10.6
libtotem0:amd64,3.18.1
libtracker-sparql-1.0-0:amd64,1.6.2
libtsan0:amd64,5.4.0
libtwolame0:amd64,0.3.13
libtxc-dxtn-s2tc0:amd64,0
libubsan0:amd64,5.4.0
libubuntugestures5:amd64,1.3.1918
libubuntutoolkit5:amd64,1.3.1918
libudev-dev:amd64,229
libudev1:amd64,229
libudisks2-0:amd64,2.1.7
libunistring0:amd64,0.9.3
libunity-action-qt1:amd64,1.1.0
libunity-control-center1,15.04.0
libunity-core-6.0-9:amd64,7.4.5
libunity-gtk2-parser0:amd64,0.0.0
libunity-gtk3-parser0:amd64,0.0.0
libunity-misc4,4.0.5
libunity-protocol-private0:amd64,7.1.4
libunity-scopes-json-def-desktop,7.1.4
libunity-settings-daemon1:amd64,15.04.1
libunity-webapps0:amd64,2.5.0
libunity9:amd64,7.1.4
libunwind8,1.1
libupower-glib3:amd64,0.99.4
liburi-perl,1.71
liburl-dispatcher1:amd64,0.1
libusb-0.1-4:amd64,0.1.12
libusb-1.0-0:amd64,1.0.20
libusbmuxd4:amd64,1.0.10
libusbredirparser1:amd64,0.7.1
libustr-1.0-1:amd64,1.0.4
libutempter0:amd64,1.1.6
libuuid-perl,0.24
libuuid1:amd64,2.27.1
libv4l-0:amd64,1.10.0
libv4lconvert0:amd64,1.10.0
libva1:amd64,1.7.0
libvdpau1:amd64,1.1.1
libvisio-0.1-1:amd64,0.1.5
libvisual-0.4-0:amd64,0.4.0
libvncclient1:amd64,0.9.10
libvo-aacenc0:amd64,0.1.3
libvo-amrwbenc0:amd64,0.1.3
libvorbis0a:amd64,1.3.5
libvorbisenc2:amd64,1.3.5
libvorbisfile3:amd64,1.3.5
libvpx3:amd64,1.5.0
libvte-2.91-0:amd64,0.42.5
libvte-2.91-common,0.42.5
libwacom-bin,0.22
libwacom-common,0.22
libwacom2:amd64,0.22
libwavpack1:amd64,4.75.2
libwayland-client0:amd64,1.12.0
libwayland-cursor0:amd64,1.12.0
libwayland-egl1-mesa:amd64,17.2.8
libwayland-server0:amd64,1.12.0
libwbclient0:amd64,4.3.11
libwebkit2gtk-4.0-37:amd64,2.20.5
libwebkit2gtk-4.0-37-gtk2:amd64,2.20.5
libwebp5:amd64,0.4.4
libwebpdemux1:amd64,0.4.4
libwebpmux1:amd64,0.4.4
libwebrtc-audio-processing-0:amd64,0.1
libwhoopsie-preferences0,0.18
libwhoopsie0:amd64,0.2.52.5
libwildmidi-config,0.3.8
libwildmidi1:amd64,0.3.8
libwind0-heimdal:amd64,1.7
libwinpr-crt0.1:amd64,1.1.0
libwinpr-dsparse0.1:amd64,1.1.0
libwinpr-environment0.1:amd64,1.1.0
libwinpr-file0.1:amd64,1.1.0
libwinpr-handle0.1:amd64,1.1.0
libwinpr-heap0.1:amd64,1.1.0
libwinpr-input0.1:amd64,1.1.0
libwinpr-interlocked0.1:amd64,1.1.0
libwinpr-library0.1:amd64,1.1.0
libwinpr-path0.1:amd64,1.1.0
libwinpr-pool0.1:amd64,1.1.0
libwinpr-registry0.1:amd64,1.1.0
libwinpr-rpc0.1:amd64,1.1.0
libwinpr-sspi0.1:amd64,1.1.0
libwinpr-synch0.1:amd64,1.1.0
libwinpr-sysinfo0.1:amd64,1.1.0
libwinpr-thread0.1:amd64,1.1.0
