Name,Version
libxcb-glx0:amd64,1.13-1
libxcb-icccm4:amd64,0.4.1-1ubuntu1
libxcb-image0:amd64,0.4.0-1build1
libxcb-keysyms1:amd64,0.4.0-1
libxcb-present0:amd64,1.13-1
libxcb-randr0:amd64,1.13-1
libxcb-render-util0:amd64,0.3.9-1
libxcb-render0:amd64,1.13-1
libxcb-shape0:amd64,1.13-1
libxcb-shm0:amd64,1.13-1
libxcb-sync1:amd64,1.13-1
libxcb-util1:amd64,0.4.0-0ubuntu3
libxcb-xfixes0:amd64,1.13-1
libxcb-xinerama0:amd64,1.13-1
libxcb-xkb1:amd64,1.13-1
libxcb1:amd64,1.13-1
libxcomposite1:amd64,1:0.4.4-2
libxcursor1:amd64,1:1.1.15-1
libxdamage1:amd64,1:1.1.4-3
libxdmcp6:amd64,1:1.1.2-3
libxen-4.9:amd64,4.9.2-0ubuntu1
libxenstore3.0:amd64,4.9.2-0ubuntu1
libxext6:amd64,2:1.3.3-1
libxfixes3:amd64,1:5.0.3-1
libxi6:amd64,2:1.7.9-1
libxinerama1:amd64,2:1.1.3-1
libxkbcommon-x11-0:amd64,0.8.0-1ubuntu0.1
libxkbcommon0:amd64,0.8.0-1ubuntu0.1
libxml2:amd64,2.9.4+dfsg1-6.1ubuntu1.2
libxmlsec1:amd64,1.2.25-1build1
libxmlsec1-openssl:amd64,1.2.25-1build1
libxmu6:amd64,2:1.1.2-2
libxmuu1:amd64,2:1.1.2-2
libxrandr2:amd64,2:1.5.1-1
libxrender1:amd64,1:0.9.10-1
libxshmfence1:amd64,1.3-1
libxslt1.1:amd64,1.1.29-5
libxt6:amd64,1:1.1.5-1
libxtables12:amd64,1.6.1-2ubuntu2
libxtst6:amd64,2:1.2.3-1
libxv1:amd64,2:1.0.11-1
libxxf86vm1:amd64,1:1.1.4-1
libyajl2:amd64,2.1.0-2build1
libyaml-0-2:amd64,0.1.7-2ubuntu3
libzstd1:amd64,1.3.3+dfsg-2ubuntu1
linux-base,4.5ubuntu1
linux-headers-4.15.0-29,4.15.0-29.31
linux-headers-4.15.0-29-generic,4.15.0-29.31
linux-headers-4.15.0-36,4.15.0-36.39
linux-headers-4.15.0-36-generic,4.15.0-36.39
linux-headers-4.15.0-42,4.15.0-42.45
linux-headers-4.15.0-42-generic,4.15.0-42.45
linux-headers-4.15.0-43,4.15.0-43.46
linux-headers-4.15.0-43-generic,4.15.0-43.46
linux-headers-generic,4.15.0.43.45
linux-headers-virtual,4.15.0.43.45
linux-image-4.15.0-29-generic,4.15.0-29.31
linux-image-4.15.0-34-generic,4.15.0-34.37
linux-image-4.15.0-36-generic,4.15.0-36.39
linux-image-4.15.0-42-generic,4.15.0-42.45
linux-image-4.15.0-43-generic,4.15.0-43.46
linux-image-virtual,4.15.0.43.45
linux-libc-dev:amd64,4.15.0-43.46
linux-modules-4.15.0-29-generic,4.15.0-29.31
linux-modules-4.15.0-34-generic,4.15.0-34.37
linux-modules-4.15.0-36-generic,4.15.0-36.39
linux-modules-4.15.0-42-generic,4.15.0-42.45
linux-modules-4.15.0-43-generic,4.15.0-43.46
linux-modules-4.17.0-041700-generic,4.17.0-041700.201806041953
linux-virtual,4.15.0.43.45
locales,2.27-3ubuntu1
login,1:4.5-1ubuntu1
logrotate,3.11.0-0.1ubuntu1
lsb-base,9.20170808ubuntu1
lsb-release,9.20170808ubuntu1
lshw,02.18-0.1ubuntu6.18.04.1
lsof,4.89+dfsg-0.1
ltrace,0.7.3-6ubuntu1
lvm2,2.02.176-4.1ubuntu3
lxcfs,3.0.1-0ubuntu2~18.04.1
lxd,3.0.1-0ubuntu1~18.04.1
lxd-client,3.0.1-0ubuntu1~18.04.1
make,4.1-9.1ubuntu1
man-db,2.8.3-2
manpages,4.15-1
manpages-dev,4.15-1
mawk,1.3.3-17ubuntu3
mdadm,4.1~rc1-3~ubuntu18.04.1
mime-support,3.60ubuntu1
mlocate,0.26-2ubuntu3.1
mount,2.31.1-0.4ubuntu3.1
msr-tools,1.3-2build1
mtr-tiny,0.92-1
multiarch-support,2.27-3ubuntu1
nano,2.9.3-2
nasm,2.13.02-0.1
ncurses-base,6.1-1ubuntu1.18.04
ncurses-bin,6.1-1ubuntu1.18.04
ncurses-term,6.1-1ubuntu1.18.04
net-tools,1.60+git20161116.90da8a0-1ubuntu1
netbase,5.4
netcat-openbsd,1.187-1ubuntu0.1
netplan.io,0.40.1~18.04.4
networkd-dispatcher,1.7-0ubuntu3.2
node-abbrev,1.0.9-1
node-ansi,0.3.0-2ubuntu1
node-ansi-color-table,1.0.0-1
node-archy,1.0.0-1ubuntu1
node-async,0.8.0-3
node-balanced-match,0.4.2-1
node-block-stream,0.0.9-1ubuntu1
node-brace-expansion,1.1.8-1
node-builtin-modules,1.1.1-1
node-combined-stream,0.0.5-1
node-concat-map,0.0.1-1
node-cookie-jar,0.3.1-1
node-delayed-stream,0.0.5-1
node-forever-agent,0.5.1-1
node-form-data,0.1.0-1
node-fs.realpath,1.0.0-1
node-fstream,1.0.10-1
node-fstream-ignore,0.0.6-2
node-github-url-from-git,1.4.0-1
node-glob,7.1.2-4
node-graceful-fs,4.1.11-1
node-gyp,3.6.2-1ubuntu1
node-hosted-git-info,2.5.0-1
node-inflight,1.0.6-1
node-inherits,2.0.3-1
node-ini,1.3.4-1
node-is-builtin-module,1.0.0-1
node-isexe,2.0.0-3
node-json-stringify-safe,5.0.0-1
node-lockfile,0.4.1-1
node-lru-cache,4.1.1-1
node-mime,1.3.4-1
node-minimatch,3.0.4-3
node-mkdirp,0.5.1-1
node-mute-stream,0.0.7-1
node-node-uuid,1.4.7-5
node-nopt,3.0.6-3
node-normalize-package-data,2.3.5-2
node-npmlog,0.0.4-1
node-once,1.4.0-2ubuntu1
node-osenv,0.1.4-1
node-path-is-absolute,1.0.0-1
node-pseudomap,1.0.2-1
node-qs,2.2.4-1ubuntu1
node-read,1.0.7-1
node-read-package-json,1.2.4-1
node-request,2.26.1-1
node-retry,0.10.1-1
node-rimraf,2.6.2-1
node-semver,5.4.1-1
node-sha,1.2.3-1
node-slide,1.1.6-1
node-spdx-correct,1.0.2-1
node-spdx-expression-parse,1.0.4-1
node-spdx-license-ids,1.2.2-1
node-tar,2.2.1-1
node-tunnel-agent,0.3.1-1
node-underscore,1.8.3~dfsg-1
node-validate-npm-package-license,3.0.1-1
node-which,1.3.0-1
node-wrappy,1.0.2-1
node-yallist,2.0.0-1
nodejs,8.10.0~dfsg-2ubuntu0.3
nodejs-dev,8.10.0~dfsg-2ubuntu0.3
nodejs-doc,8.10.0~dfsg-2ubuntu0.3
nplan,0.40.1~18.04.4
npm,3.5.2-0ubuntu4
ntfs-3g,1:2017.3.23-2
open-iscsi,2.0.874-5ubuntu2
open-vm-tools,2:10.2.0-3ubuntu3
openssh-client,1:7.6p1-4ubuntu0.1
openssh-server,1:7.6p1-4ubuntu0.1
openssh-sftp-server,1:7.6p1-4ubuntu0.1
openssl,1.1.0g-2ubuntu4.3
os-prober,1.74ubuntu1
overlayroot,0.40ubuntu1
parted,3.2-20
passwd,1:4.5-1ubuntu1
pastebinit,1.5-2
patch,2.7.6-2ubuntu1
pciutils,1:3.5.2-1ubuntu1
perl,5.26.1-6ubuntu0.3
perl-base,5.26.1-6ubuntu0.3
perl-modules-5.26,5.26.1-6ubuntu0.3
pinentry-curses,1.1.0-1
pkg-config,0.29.1-0ubuntu2
plymouth,0.9.3-1ubuntu7
plymouth-theme-ubuntu-text,0.9.3-1ubuntu7
policykit-1,0.105-20ubuntu0.18.04.4
pollinate,4.33-0ubuntu1~18.04.1
poppler-data,0.4.8-2
popularity-contest,1.66ubuntu1
powermgmt-base,1.33
procps,2:3.3.12-3ubuntu1.1
psmisc,23.1-1
publicsuffix,20180223.1310-1
python,2.7.15~rc1-1
python-all,2.7.15~rc1-1
python-all-dev,2.7.15~rc1-1
python-apt-common,1.6.2
python-asn1crypto,0.24.0-1
python-backports-shutil-get-terminal-size,1.0.0-5
python-cffi-backend,1.11.5-1
python-chardet,3.0.4-1
python-crypto,2.6.1-8ubuntu2
python-cryptography,2.1.4-1ubuntu1.2
python-dbus,1.2.6-1
python-decorator,4.1.2-1
python-dev,2.7.15~rc1-1
python-enum34,1.1.6-2
python-gi,3.26.1-2
python-idna,2.6-1
python-ipaddress,1.0.17-1
python-ipython,5.5.0-1
python-ipython-genutils,0.2.0-1
python-keyring,10.6.0-1
python-keyrings.alt,3.0-1
python-minimal,2.7.15~rc1-1
python-pathlib2,2.3.0-1
python-pexpect,4.2.1-1
python-pickleshare,0.7.4-2
python-pip,9.0.1-2.3~ubuntu1
python-pip-whl,9.0.1-2.3~ubuntu1
python-pkg-resources,39.0.1-2
python-prompt-toolkit,1.0.15-1
python-ptyprocess,0.5.2-1
python-pygments,2.2.0+dfsg-1
python-scandir,1.7-1
python-secretstorage,2.3.1-2
python-setuptools,39.0.1-2
python-simplegeneric,0.8.1-1
python-six,1.11.0-2
python-traitlets,4.3.2-1
python-wcwidth,0.1.7+dfsg1-1
python-wheel,0.30.0-0.2
python-xdg,0.25-4ubuntu1
python2.7,2.7.15~rc1-1ubuntu0.1
python2.7-dev,2.7.15~rc1-1ubuntu0.1
python2.7-minimal,2.7.15~rc1-1ubuntu0.1
python3,3.6.5-3ubuntu1
python3-apport,2.20.9-0ubuntu7.2
python3-apt,1.6.2
python3-asn1crypto,0.24.0-1
python3-attr,17.4.0-2
python3-automat,0.6.0-1
python3-blinker,1.4+dfsg1-0.1
python3-certifi,2018.1.18-2
python3-cffi-backend,1.11.5-1
python3-chardet,3.0.4-1
python3-click,6.7-3
python3-colorama,0.3.7-1
python3-commandnotfound,18.04.5
python3-configobj,5.0.6-2
python3-constantly,15.1.0-1
python3-crypto,2.6.1-8ubuntu2
python3-cryptography,2.1.4-1ubuntu1.2
python3-dbus,1.2.6-1
python3-debconf,1.5.66
python3-debian,0.1.32
python3-dev,3.6.5-3ubuntu1
python3-distro-info,0.18
python3-distupgrade,1:18.04.21
python3-distutils,3.6.5-3
python3-gdbm:amd64,3.6.5-3
python3-gi,3.26.1-2
python3-httplib2,0.9.2+dfsg-1
python3-hyperlink,17.3.1-2
python3-idna,2.6-1
python3-incremental,16.10.1-3
python3-jinja2,2.10-1
python3-json-pointer,1.10-1
python3-jsonpatch,1.19+really1.16-1fakesync1
python3-jsonschema,2.6.0-2
python3-jwt,1.5.3+ds1-1
python3-keyring,10.6.0-1
python3-keyrings.alt,3.0-1
python3-lib2to3,3.6.5-3
python3-markupsafe,1.0-1build1
python3-minimal,3.6.5-3ubuntu1
python3-netifaces,0.10.4-0.1build4
python3-newt:amd64,0.52.20-1ubuntu1
python3-oauthlib,2.0.6-1
python3-openssl,17.5.0-1ubuntu1
python3-pam,0.4.2-13.2ubuntu4
python3-pip,9.0.1-2.3~ubuntu1
python3-pkg-resources,39.0.1-2
python3-problem-report,2.20.9-0ubuntu7.2
python3-pyasn1,0.4.2-3
python3-pyasn1-modules,0.2.1-0.2
python3-requests,2.18.4-2ubuntu0.1
python3-requests-unixsocket,0.1.5-3
python3-secretstorage,2.3.1-2
python3-serial,3.4-2
python3-service-identity,16.0.0-2
python3-setuptools,39.0.1-2
python3-six,1.11.0-2
python3-software-properties,0.96.24.32.4
python3-systemd,234-1build1
python3-twisted,17.9.0-2
python3-twisted-bin:amd64,17.9.0-2
python3-update-manager,1:18.04.11.4
python3-urllib3,1.22-1
python3-wheel,0.30.0-0.2
python3-xdg,0.25-4ubuntu1
python3-yaml,3.12-1build2
python3-zope.interface,4.3.2-1build2
python3.6,3.6.5-3
python3.6-dev,3.6.5-3
python3.6-minimal,3.6.5-3
qemu,1:2.11+dfsg-1ubuntu7.8
qemu-block-extra:amd64,1:2.11+dfsg-1ubuntu7.8
qemu-slof,20170724+dfsg-1ubuntu1
qemu-system,1:2.11+dfsg-1ubuntu7.8
qemu-system-arm,1:2.11+dfsg-1ubuntu7.8
qemu-system-common,1:2.11+dfsg-1ubuntu7.8
qemu-system-mips,1:2.11+dfsg-1ubuntu7.8
qemu-system-misc,1:2.11+dfsg-1ubuntu7.8
qemu-system-ppc,1:2.11+dfsg-1ubuntu7.8
qemu-system-s390x,1:2.11+dfsg-1ubuntu7.8
qemu-system-sparc,1:2.11+dfsg-1ubuntu7.8
qemu-system-x86,1:2.11+dfsg-1ubuntu7.8
qemu-user,1:2.11+dfsg-1ubuntu7.8
qemu-user-binfmt,1:2.11+dfsg-1ubuntu7.8
qemu-utils,1:2.11+dfsg-1ubuntu7.8
qt5-gtk-platformtheme:amd64,5.9.5+dfsg-0ubuntu1
qttranslations5-l10n,5.9.5-0ubuntu1
rake,12.3.1-1
readline-common,7.0-3
rsync,3.1.2-2.1ubuntu1
rsyslog,8.32.0-1ubuntu4
ruby,1:2.5.1
ruby-did-you-mean,1.2.0-2
ruby-minitest,5.10.3-1
ruby-net-telnet,0.1.1-2
ruby-power-assert,0.3.0-1
ruby-test-unit,3.2.5-1
ruby2.5,2.5.1-1ubuntu1.1
rubygems-integration,1.11
run-one,1.17-0ubuntu1
screen,4.6.2-1ubuntu1
seabios,1.10.2-1ubuntu1
sed,4.4-2
sensible-utils,0.0.12
shared-mime-info,1.9-2
sharutils,1:4.15.2-3
snapd,2.34.2+18.04
software-properties-common,0.96.24.32.4
sosreport,3.5-1ubuntu3.18.04.1
squashfs-tools,1:4.3-6ubuntu0.18.04.1
ssh-import-id,5.7-0ubuntu1.1
strace,4.21-1ubuntu1
sudo,1.8.21p2-3ubuntu1
systemd,237-3ubuntu10.11
systemd-sysv,237-3ubuntu10.11
sysvinit-utils,2.88dsf-59.10ubuntu1
tar,1.29b-2
tcpdump,4.9.2-3
telnet,0.17-41
time,1.7-25.1build1
tmux,2.6-3
tree,1.7.0-5
tzdata,2018i-0ubuntu0.18.04
ubuntu-advantage-tools,17
ubuntu-dbgsym-keyring,2018.09.18.1~18.04.0
ubuntu-keyring,2018.02.28
ubuntu-minimal,1.417
ubuntu-mono,16.10+18.04.20180421.1-0ubuntu1
ubuntu-release-upgrader-core,1:18.04.21
ubuntu-server,1.417
ubuntu-standard,1.417
ucf,3.0038
udev,237-3ubuntu10.11
ufw,0.35-5
uidmap,1:4.5-1ubuntu1
unattended-upgrades,1.1ubuntu1.18.04.5
unzip,6.0-21ubuntu1
update-manager-core,1:18.04.11.4
update-notifier-common,3.192.1.3
ureadahead,0.100.0-20
usbutils,1:007-4build1
util-linux,2.31.1-0.4ubuntu3.1
uuid-runtime,2.31.1-0.4ubuntu3.1
vim,2:8.0.1453-1ubuntu1
vim-common,2:8.0.1453-1ubuntu1
vim-runtime,2:8.0.1453-1ubuntu1
vim-tiny,2:8.0.1453-1ubuntu1
virtualbox,5.2.10-dfsg-6ubuntu18.04.1
virtualbox-dkms,5.2.10-dfsg-6ubuntu18.04.1
virtualbox-ext-pack,5.2.10-3ubuntu18.04.1
virtualbox-qt,5.2.10-dfsg-6ubuntu18.04.1
wget,1.19.4-1ubuntu2.1
whiptail,0.52.20-1ubuntu1
x11-common,1:7.7+19ubuntu7.1
xauth,1:1.0.10-1
xdelta3,3.0.11-dfsg-1ubuntu1
xdg-user-dirs,0.17-1ubuntu1
xfsprogs,4.9.0+nmu1ubuntu2
xkb-data,2.23.1-1ubuntu1
xxd,2:8.0.1453-1ubuntu1
xz-utils,5.2.2-1.3
zerofree,1.0.4-1
zip,3.0-11build1
zlib1g:amd64,1:1.2.11.dfsg-0ubuntu2
zlib1g-dev:amd64,1:1.2.11.dfsg-0ubuntu2
zsh,5.4.2-3ubuntu3.1
zsh-common,5.4.2-3ubuntu3.1
