"Name","Version"
"Puppet (64-bit)","3.8.7"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161"
"VMware Tools","10.2.0.7259539"
"Microsoft Silverlight","5.1.50907.0"
